"region","crop","year","yield_hg_ha","yield_t_ha","rainfall_mm","avg_temp_c","pesticide_t"
"Peru","Sorghum",1992,"25526","255.26","1738","17.96","3134"
"Peru","Sorghum",1993,"45815","458.15","1738","17.56","3134"
"Peru","Sorghum",1994,"42052","420.52","1738","17.31","3134"
"Peru","Sorghum",1995,"42594","425.94","1738","17.26","3134"
"Peru","Sorghum",1996,"51836","518.36","1738","16.45","3755"
"Peru","Sorghum",1997,"53080","530.8","1738","18.62","4307"
"Peru","Sorghum",1998,"35932","359.32","1738","18.13","4374"
"Peru","Sorghum",1999,"34219","342.19","1738","16.65","4029"
"Peru","Sorghum",2000,"25760","257.6","1738","17.02","5175"
"Peru","Sorghum",2001,"25333","253.33","1738","16.95","8414.17"
"Peru","Sorghum",2002,"20000","200","1738","17.44","8322.88"
"Peru","Sorghum",2004,"28286","282.86","1738","17.29","8941.22"
"Peru","Sorghum",2005,"24839","248.39","1738","17.02","10227.74"
"Peru","Sorghum",2006,"53289","532.89","1738","17.61","12074.5"
"Peru","Sorghum",2007,"24091","240.91","1738","16.68","9011.14"
"Peru","Sorghum",2008,"32895","328.95","1738","17.34","12598.66"
"Peru","Sorghum",2009,"38250","382.5","1738","17.4","11531.33"
"Peru","Sorghum",2010,"29412","294.12","1738","16.97","15590.54"
"Peru","Sorghum",2011,"33571","335.71","1738","17.03","15436.91"
"Peru","Sorghum",2012,"35629","356.29","1738","17.68","18885.82"
"Peru","Sorghum",2013,"38171","381.71","1738","17","17942.97"
"Peru","Soybeans",1990,"20998","209.98","1738","16.84","3134"
"Peru","Soybeans",1991,"16875","168.75","1738","17.15","3134"
"Peru","Soybeans",1992,"13275","132.75","1738","17.96","3134"
"Peru","Soybeans",1993,"16322","163.22","1738","17.56","3134"
"Peru","Soybeans",1994,"12655","126.55","1738","17.31","3134"
"Peru","Soybeans",1995,"14416","144.16","1738","17.26","3134"
"Peru","Soybeans",1996,"15648","156.48","1738","16.45","3755"
"Peru","Soybeans",1997,"14479","144.79","1738","18.62","4307"
"Peru","Soybeans",1998,"14309","143.09","1738","18.13","4374"
"Peru","Soybeans",1999,"14486","144.86","1738","16.65","4029"
"Peru","Soybeans",2000,"14542","145.42","1738","17.02","5175"
"Peru","Soybeans",2001,"14919","149.19","1738","16.95","8414.17"
"Peru","Soybeans",2002,"16193","161.93","1738","17.44","8322.88"
"Peru","Soybeans",2004,"16316","163.16","1738","17.29","8941.22"
"Peru","Soybeans",2005,"15354","153.54","1738","17.02","10227.74"
"Peru","Soybeans",2006,"15705","157.05","1738","17.61","12074.5"
"Peru","Soybeans",2007,"15572","155.72","1738","16.68","9011.14"
"Peru","Soybeans",2008,"16907","169.07","1738","17.34","12598.66"
"Peru","Soybeans",2009,"17214","172.14","1738","17.4","11531.33"
"Peru","Soybeans",2010,"17758","177.58","1738","16.97","15590.54"
"Peru","Soybeans",2011,"18091","180.91","1738","17.03","15436.91"
"Peru","Soybeans",2012,"18212","182.12","1738","17.68","18885.82"
"Peru","Soybeans",2013,"17893","178.93","1738","17","17942.97"
"Peru","Sweet potatoes",1990,"159470","1594.7","1738","16.84","3134"
"Peru","Sweet potatoes",1991,"145947","1459.47","1738","17.15","3134"
"Peru","Sweet potatoes",1992,"171877","1718.77","1738","17.96","3134"
"Peru","Sweet potatoes",1993,"154064","1540.64","1738","17.56","3134"
"Peru","Sweet potatoes",1994,"149086","1490.86","1738","17.31","3134"
"Peru","Sweet potatoes",1995,"171233","1712.33","1738","17.26","3134"
"Peru","Sweet potatoes",1996,"173161","1731.61","1738","16.45","3755"
"Peru","Sweet potatoes",1997,"181629","1816.29","1738","18.62","4307"
"Peru","Sweet potatoes",1998,"128000","1280","1738","18.13","4374"
"Peru","Sweet potatoes",1999,"168136","1681.36","1738","16.65","4029"
"Peru","Sweet potatoes",2000,"157591","1575.91","1738","17.02","5175"
"Peru","Sweet potatoes",2001,"164528","1645.28","1738","16.95","8414.17"
"Peru","Sweet potatoes",2002,"161331","1613.31","1738","17.44","8322.88"
"Peru","Sweet potatoes",2004,"157317","1573.17","1738","17.29","8941.22"
"Peru","Sweet potatoes",2005,"163495","1634.95","1738","17.02","10227.74"
"Peru","Sweet potatoes",2006,"176596","1765.96","1738","17.61","12074.5"
"Peru","Sweet potatoes",2007,"164704","1647.04","1738","16.68","9011.14"
"Peru","Sweet potatoes",2008,"156567","1565.67","1738","17.34","12598.66"
"Peru","Sweet potatoes",2009,"164141","1641.41","1738","17.4","11531.33"
"Peru","Sweet potatoes",2010,"167924","1679.24","1738","16.97","15590.54"
"Peru","Sweet potatoes",2011,"180910","1809.1","1738","17.03","15436.91"
"Peru","Sweet potatoes",2012,"174591","1745.91","1738","17.68","18885.82"
"Peru","Sweet potatoes",2013,"183363","1833.63","1738","17","17942.97"
"Peru","Wheat",1990,"10847","108.47","1738","16.84","3134"
"Peru","Wheat",1991,"8553","85.53","1738","17.15","3134"
"Peru","Wheat",1992,"13304","133.04","1738","17.96","3134"
"Peru","Wheat",1993,"14812","148.12","1738","17.56","3134"
"Peru","Wheat",1994,"12420","124.2","1738","17.31","3134"
"Peru","Wheat",1995,"12643","126.43","1738","17.26","3134"
"Peru","Wheat",1996,"12499","124.99","1738","16.45","3755"
"Peru","Wheat",1997,"11150","111.5","1738","18.62","4307"
"Peru","Wheat",1998,"11648","116.48","1738","18.13","4374"
"Peru","Wheat",1999,"12877","128.77","1738","16.65","4029"
"Peru","Wheat",2000,"12797","127.97","1738","17.02","5175"
"Peru","Wheat",2001,"12465","124.65","1738","16.95","8414.17"
"Peru","Wheat",2002,"13456","134.56","1738","17.44","8322.88"
"Peru","Wheat",2004,"13872","138.72","1738","17.29","8941.22"
"Peru","Wheat",2005,"13440","134.4","1738","17.02","10227.74"
"Peru","Wheat",2006,"13360","133.6","1738","17.61","12074.5"
"Peru","Wheat",2007,"12562","125.62","1738","16.68","9011.14"
"Peru","Wheat",2008,"13839","138.39","1738","17.34","12598.66"
"Peru","Wheat",2009,"14315","143.15","1738","17.4","11531.33"
"Peru","Wheat",2010,"14224","142.24","1738","16.97","15590.54"
"Peru","Wheat",2011,"14719","147.19","1738","17.03","15436.91"
"Peru","Wheat",2012,"14891","148.91","1738","17.68","18885.82"
"Peru","Wheat",2013,"14976","149.76","1738","17","17942.97"
"Poland","Maize",1990,"49126","491.26","600","9.2","5422"
"Poland","Maize",1991,"48468","484.68","600","7.9","5422"
"Poland","Maize",1992,"36699","366.99","600","8.65","7363"
"Poland","Maize",1993,"53160","531.6","600","7.67","8825"
"Poland","Maize",1994,"37503","375.03","600","8.78","9330"
"Poland","Maize",1995,"49586","495.86","600","8.16","7136"
"Poland","Maize",1996,"50514","505.14","600","6.71","9824"
"Poland","Maize",1997,"54011","540.11","600","7.81","9501"
"Poland","Maize",1998,"58272","582.72","600","8.17","8699"
"Poland","Maize",1999,"57506","575.06","600","8.96","8466"
"Poland","Maize",2000,"60637","606.37","600","9.56","8848"
"Poland","Maize",2001,"60683","606.83","600","8.26","8855"
"Poland","Maize",2002,"61563","615.63","600","9.14","10358"
"Poland","Maize",2004,"56935","569.35","600","8.33","8726"
"Poland","Maize",2005,"57329","573.29","600","8.43","16039"
"Poland","Maize",2006,"41609","416.09","600","8.64","17101"
"Poland","Maize",2007,"65743","657.43","600","9.32","18721"
"Poland","Maize",2008,"58149","581.49","600","9.51","20611.02"
"Poland","Maize",2009,"62262","622.62","600","8.5","18493.03"
"Poland","Maize",2010,"59824","598.24","600","7.67","19449.02"
"Poland","Maize",2011,"71770","717.7","600","8.84","21779.27"
"Poland","Maize",2012,"73481","734.81","600","8.48","21885.99"
"Poland","Maize",2013,"65761","657.61","600","9.32","22204.46"
"Poland","Potatoes",1990,"197853","1978.53","600","9.2","5422"
"Poland","Potatoes",1991,"167589","1675.89","600","7.9","5422"
"Poland","Potatoes",1992,"133086","1330.86","600","8.65","7363"
"Poland","Potatoes",1993,"206004","2060.04","600","7.67","8825"
"Poland","Potatoes",1994,"135853","1358.53","600","8.78","9330"
"Poland","Potatoes",1995,"163505","1635.05","600","8.16","7136"
"Poland","Potatoes",1996,"202826","2028.26","600","6.71","9824"
"Poland","Potatoes",1997,"159025","1590.25","600","7.81","9501"
"Poland","Potatoes",1998,"200375","2003.75","600","8.17","8699"
"Poland","Potatoes",1999,"157170","1571.7","600","8.96","8466"
"Poland","Potatoes",2000,"193762","1937.62","600","9.56","8848"
"Poland","Potatoes",2001,"162270","1622.7","600","8.26","8855"
"Poland","Potatoes",2002,"193220","1932.2","600","9.14","10358"
"Poland","Potatoes",2004,"196266","1962.66","600","8.33","8726"
"Poland","Potatoes",2005,"176293","1762.93","600","8.43","16039"
"Poland","Potatoes",2006,"150394","1503.94","600","8.64","17101"
"Poland","Potatoes",2007,"207006","2070.06","600","9.32","18721"
"Poland","Potatoes",2008,"190607","1906.07","600","9.51","20611.02"
"Poland","Potatoes",2009,"191018","1910.18","600","8.5","18493.03"
"Poland","Potatoes",2010,"210838","2108.38","600","7.67","19449.02"
"Poland","Potatoes",2011,"230338","2303.38","600","8.84","21779.27"
"Poland","Potatoes",2012,"243751","2437.51","600","8.48","21885.99"
"Poland","Potatoes",2013,"210624","2106.24","600","9.32","22204.46"
"Poland","Soybeans",2004,"16007","160.07","600","8.33","8726"
"Poland","Soybeans",2005,"11284","112.84","600","8.43","16039"
"Poland","Soybeans",2006,"11429","114.29","600","8.64","17101"
"Poland","Soybeans",2007,"15813","158.13","600","9.32","18721"
"Poland","Soybeans",2008,"15224","152.24","600","9.51","20611.02"
"Poland","Soybeans",2009,"16457","164.57","600","8.5","18493.03"
"Poland","Soybeans",2010,"13757","137.57","600","7.67","19449.02"
"Poland","Soybeans",2011,"15913","159.13","600","8.84","21779.27"
"Poland","Soybeans",2012,"17076","170.76","600","8.48","21885.99"
"Poland","Wheat",1990,"39575","395.75","600","9.2","5422"
"Poland","Wheat",1991,"38032","380.32","600","7.9","5422"
"Poland","Wheat",1992,"30635","306.35","600","8.65","7363"
"Poland","Wheat",1993,"33279","332.79","600","7.67","8825"
"Poland","Wheat",1994,"31817","318.17","600","8.78","9330"
"Poland","Wheat",1995,"36015","360.15","600","8.16","7136"
"Poland","Wheat",1996,"34574","345.74","600","6.71","9824"
"Poland","Wheat",1997,"32064","320.64","600","7.81","9501"
"Poland","Wheat",1998,"36243","362.43","600","8.17","8699"
"Poland","Wheat",1999,"35042","350.42","600","8.96","8466"
"Poland","Wheat",2000,"32268","322.68","600","9.56","8848"
"Poland","Wheat",2001,"35336","353.36","600","8.26","8855"
"Poland","Wheat",2002,"38539","385.39","600","9.14","10358"
"Poland","Wheat",2004,"42811","428.11","600","8.33","8726"
"Poland","Wheat",2005,"39545","395.45","600","8.43","16039"
"Poland","Wheat",2006,"32447","324.47","600","8.64","17101"
"Poland","Wheat",2007,"39381","393.81","600","9.32","18721"
"Poland","Wheat",2008,"40716","407.16","600","9.51","20611.02"
"Poland","Wheat",2009,"41725","417.25","600","8.5","18493.03"
"Poland","Wheat",2010,"44290","442.9","600","7.67","19449.02"
"Poland","Wheat",2011,"41348","413.48","600","8.84","21779.27"
"Poland","Wheat",2012,"41438","414.38","600","8.48","21885.99"
"Poland","Wheat",2013,"44367","443.67","600","9.32","22204.46"
"Portugal","Maize",1990,"30334","303.34","854","16.55","9357"
"Portugal","Maize",1991,"30411","304.11","854","16.09","9357"
"Portugal","Maize",1992,"34547","345.47","854","15.95","6117"
"Portugal","Maize",1993,"37231","372.31","854","15.33","8985"
"Portugal","Maize",1994,"40939","409.39","854","16.12","9580"
"Portugal","Maize",1995,"43624","436.24","854","17.23","11815"
"Portugal","Maize",1996,"46766","467.66","854","16.12","12457"
"Portugal","Maize",1997,"49592","495.92","854","17.1","12750"
"Portugal","Maize",1998,"53704","537.04","854","16.4","14389"
"Portugal","Maize",1999,"57089","570.89","854","16.09","15411"
"Portugal","Maize",2000,"57808","578.08","854","16.23","15470"
"Portugal","Maize",2001,"58929","589.29","854","16.2","15503"
"Portugal","Maize",2002,"57285","572.85","854","16.19","17452"
"Portugal","Maize",2004,"57869","578.69","854","16.31","16942"
"Portugal","Maize",2005,"46805","468.05","854","16.43","16353"
"Portugal","Maize",2006,"52885","528.85","854","16.84","15702"
"Portugal","Maize",2007,"58412","584.12","854","16.11","16682.39"
"Portugal","Maize",2008,"63278","632.78","854","16.12","17080.26"
"Portugal","Maize",2009,"66936","669.36","854","16.84","13984.91"
"Portugal","Maize",2010,"69295","692.95","854","16.5","13774.18"
"Portugal","Maize",2011,"81040","810.4","854","16.91","14024.98"
"Portugal","Maize",2012,"83042","830.42","854","16.24","12444.24"
"Portugal","Maize",2013,"83149","831.49","854","16.77","10126.8"
"Portugal","Potatoes",1990,"111599","1115.99","854","16.55","9357"
"Portugal","Potatoes",1991,"126513","1265.13","854","16.09","9357"
"Portugal","Potatoes",1992,"143260","1432.6","854","15.95","6117"
"Portugal","Potatoes",1993,"139420","1394.2","854","15.33","8985"
"Portugal","Potatoes",1994,"144950","1449.5","854","16.12","9580"
"Portugal","Potatoes",1995,"148462","1484.62","854","17.23","11815"
"Portugal","Potatoes",1996,"145807","1458.07","854","16.12","12457"
"Portugal","Potatoes",1997,"123949","1239.49","854","17.1","12750"
"Portugal","Potatoes",1998,"137551","1375.51","854","16.4","14389"
"Portugal","Potatoes",1999,"156482","1564.82","854","16.09","15411"
"Portugal","Potatoes",2000,"138196","1381.96","854","16.23","15470"
"Portugal","Potatoes",2001,"149725","1497.25","854","16.2","15503"
"Portugal","Potatoes",2002,"161642","1616.42","854","16.19","17452"
"Portugal","Potatoes",2004,"169935","1699.35","854","16.31","16942"
"Portugal","Potatoes",2005,"147282","1472.82","854","16.43","16353"
"Portugal","Potatoes",2006,"161059","1610.59","854","16.84","15702"
"Portugal","Potatoes",2007,"167685","1676.85","854","16.11","16682.39"
"Portugal","Potatoes",2008,"157519","1575.19","854","16.12","17080.26"
"Portugal","Potatoes",2009,"164431","1644.31","854","16.84","13984.91"
"Portugal","Potatoes",2010,"150341","1503.41","854","16.5","13774.18"
"Portugal","Potatoes",2011,"147088","1470.88","854","16.91","14024.98"
"Portugal","Potatoes",2012,"177890","1778.9","854","16.24","12444.24"
"Portugal","Potatoes",2013,"182243","1822.43","854","16.77","10126.8"
"Portugal","Rice, paddy",1990,"46142","461.42","854","16.55","9357"
"Portugal","Rice, paddy",1991,"50940","509.4","854","16.09","9357"
"Portugal","Rice, paddy",1992,"51948","519.48","854","15.95","6117"
"Portugal","Rice, paddy",1993,"52273","522.73","854","15.33","8985"
"Portugal","Rice, paddy",1994,"54776","547.76","854","16.12","9580"
"Portugal","Rice, paddy",1995,"57329","573.29","854","17.23","11815"
"Portugal","Rice, paddy",1996,"60906","609.06","854","16.12","12457"
"Portugal","Rice, paddy",1997,"57529","575.29","854","17.1","12750"
"Portugal","Rice, paddy",1998,"59872","598.72","854","16.4","14389"
"Portugal","Rice, paddy",1999,"59924","599.24","854","16.09","15411"
"Portugal","Rice, paddy",2000,"59772","597.72","854","16.23","15470"
"Portugal","Rice, paddy",2001,"58523","585.23","854","16.2","15503"
"Portugal","Rice, paddy",2002,"57862","578.62","854","16.19","17452"
"Portugal","Rice, paddy",2004,"58527","585.27","854","16.31","16942"
"Portugal","Rice, paddy",2005,"55044","550.44","854","16.43","16353"
"Portugal","Rice, paddy",2006,"58551","585.51","854","16.84","15702"
"Portugal","Rice, paddy",2007,"58062","580.62","854","16.11","16682.39"
"Portugal","Rice, paddy",2008,"57219","572.19","854","16.12","17080.26"
"Portugal","Rice, paddy",2009,"56818","568.18","854","16.84","13984.91"
"Portugal","Rice, paddy",2010,"58453","584.53","854","16.5","13774.18"
"Portugal","Rice, paddy",2011,"58855","588.55","854","16.91","14024.98"
"Portugal","Rice, paddy",2012,"59995","599.95","854","16.24","12444.24"
"Portugal","Rice, paddy",2013,"59699","596.99","854","16.77","10126.8"
"Portugal","Sweet potatoes",1990,"81250","812.5","854","16.55","9357"
"Portugal","Sweet potatoes",1991,"77143","771.43","854","16.09","9357"
"Portugal","Sweet potatoes",1992,"90000","900","854","15.95","6117"
"Portugal","Sweet potatoes",1993,"91427","914.27","854","15.33","8985"
"Portugal","Sweet potatoes",1994,"93857","938.57","854","16.12","9580"
"Portugal","Sweet potatoes",1995,"95537","955.37","854","17.23","11815"
"Portugal","Sweet potatoes",1996,"96796","967.96","854","16.12","12457"
"Portugal","Sweet potatoes",1997,"98591","985.91","854","17.1","12750"
"Portugal","Sweet potatoes",1998,"106556","1065.56","854","16.4","14389"
"Portugal","Sweet potatoes",1999,"88745","887.45","854","16.09","15411"
"Portugal","Sweet potatoes",2000,"85159","851.59","854","16.23","15470"
"Portugal","Sweet potatoes",2001,"83626","836.26","854","16.2","15503"
"Portugal","Sweet potatoes",2002,"82168","821.68","854","16.19","17452"
"Portugal","Sweet potatoes",2004,"81356","813.56","854","16.31","16942"
"Portugal","Sweet potatoes",2005,"82279","822.79","854","16.43","16353"
"Portugal","Sweet potatoes",2006,"78125","781.25","854","16.84","15702"
"Portugal","Sweet potatoes",2007,"78788","787.88","854","16.11","16682.39"
"Portugal","Sweet potatoes",2008,"79412","794.12","854","16.12","17080.26"
"Portugal","Sweet potatoes",2009,"132882","1328.82","854","16.84","13984.91"
"Portugal","Sweet potatoes",2010,"183175","1831.75","854","16.5","13774.18"
"Portugal","Sweet potatoes",2011,"253007","2530.07","854","16.91","14024.98"
"Portugal","Sweet potatoes",2012,"213756","2137.56","854","16.24","12444.24"
"Portugal","Sweet potatoes",2013,"224367","2243.67","854","16.77","10126.8"
"Portugal","Wheat",1990,"14269","142.69","854","16.55","9357"
"Portugal","Wheat",1991,"20982","209.82","854","16.09","9357"
"Portugal","Wheat",1992,"12914","129.14","854","15.95","6117"
"Portugal","Wheat",1993,"16861","168.61","854","15.33","8985"
"Portugal","Wheat",1994,"19667","196.67","854","16.12","9580"
"Portugal","Wheat",1995,"13872","138.72","854","17.23","11815"
"Portugal","Wheat",1996,"17139","171.39","854","16.12","12457"
"Portugal","Wheat",1997,"11905","119.05","854","17.1","12750"
"Portugal","Wheat",1998,"10151","101.51","854","16.4","14389"
"Portugal","Wheat",1999,"15986","159.86","854","16.09","15411"
"Portugal","Wheat",2000,"15678","156.78","854","16.23","15470"
"Portugal","Wheat",2001,"8371","83.71","854","16.2","15503"
"Portugal","Wheat",2002,"17904","179.04","854","16.19","17452"
"Portugal","Wheat",2004,"15625","156.25","854","16.31","16942"
"Portugal","Wheat",2005,"6644","66.44","854","16.43","16353"
"Portugal","Wheat",2006,"23847","238.47","854","16.84","15702"
"Portugal","Wheat",2007,"18630","186.3","854","16.11","16682.39"
"Portugal","Wheat",2008,"23028","230.28","854","16.12","17080.26"
"Portugal","Wheat",2009,"17008","170.08","854","16.84","13984.91"
"Portugal","Wheat",2010,"14305","143.05","854","16.5","13774.18"
"Portugal","Wheat",2011,"12002","120.02","854","16.91","14024.98"
"Portugal","Wheat",2012,"10766","107.66","854","16.24","12444.24"
"Portugal","Wheat",2013,"17635","176.35","854","16.77","10126.8"
"Portugal","Yams",1990,"104819","1048.19","854","16.55","9357"
"Portugal","Yams",1991,"77020","770.2","854","16.09","9357"
"Portugal","Yams",1992,"81455","814.55","854","15.95","6117"
"Portugal","Yams",1993,"102035","1020.35","854","15.33","8985"
"Portugal","Yams",1994,"74403","744.03","854","16.12","9580"
"Portugal","Yams",1995,"108140","1081.4","854","17.23","11815"
"Portugal","Yams",1996,"90960","909.6","854","16.12","12457"
"Portugal","Yams",1997,"167258","1672.58","854","17.1","12750"
"Portugal","Yams",1998,"161538","1615.38","854","16.4","14389"
"Portugal","Yams",1999,"145941","1459.41","854","16.09","15411"
"Portugal","Yams",2000,"149690","1496.9","854","16.23","15470"
"Portugal","Yams",2001,"145819","1458.19","854","16.2","15503"
"Portugal","Yams",2002,"150154","1501.54","854","16.19","17452"
"Portugal","Yams",2004,"155006","1550.06","854","16.31","16942"
"Portugal","Yams",2005,"156771","1567.71","854","16.43","16353"
"Portugal","Yams",2006,"166667","1666.67","854","16.84","15702"
"Portugal","Yams",2007,"165625","1656.25","854","16.11","16682.39"
"Portugal","Yams",2008,"163636","1636.36","854","16.12","17080.26"
"Portugal","Yams",2009,"163683","1636.83","854","16.84","13984.91"
"Portugal","Yams",2010,"165605","1656.05","854","16.5","13774.18"
"Portugal","Yams",2011,"167204","1672.04","854","16.91","14024.98"
"Portugal","Yams",2012,"165217","1652.17","854","16.24","12444.24"
"Portugal","Yams",2013,"169492","1694.92","854","16.77","10126.8"
"Qatar","Maize",1990,"135000","1350","74","27.38","3"
"Qatar","Maize",1991,"121818","1218.18","74","26.77","3"
"Qatar","Maize",1992,"124583","1245.83","74","26.22","3"
"Qatar","Maize",1993,"126667","1266.67","74","27.1","3"
"Qatar","Maize",1994,"124074","1240.74","74","27.59","3"
"Qatar","Maize",1995,"125806","1258.06","74","27.16","4"
"Qatar","Maize",1996,"125692","1256.92","74","27.66","6"
"Qatar","Maize",1997,"125694","1256.94","74","27.23","21.5"
"Qatar","Maize",1998,"124348","1243.48","74","28.48","37"
"Qatar","Maize",1999,"124639","1246.39","74","28.62","52.5"
"Qatar","Maize",2000,"125175","1251.75","74","28.06","68"
"Qatar","Maize",2001,"125299","1252.99","74","28.36","68"
"Qatar","Maize",2002,"124627","1246.27","74","28.25","68"
"Qatar","Maize",2004,"126304","1263.04","74","28.2","68"
"Qatar","Maize",2005,"124776","1247.76","74","28.09","68"
"Qatar","Maize",2006,"118571","1185.71","74","28.12","68"
"Qatar","Maize",2007,"181429","1814.29","74","28.23","68"
"Qatar","Maize",2008,"181429","1814.29","74","27.92","68"
"Qatar","Maize",2009,"192857","1928.57","74","28.17","68"
"Qatar","Maize",2010,"207556","2075.56","74","28.93","68"
"Qatar","Maize",2011,"125556","1255.56","74","28.23","68"
"Qatar","Maize",2012,"124894","1248.94","74","28.54","68"
"Qatar","Maize",2013,"124845","1248.45","74","28.68","68"
"Qatar","Potatoes",1990,"96667","966.67","74","27.38","3"
"Qatar","Potatoes",1991,"100909","1009.09","74","26.77","3"
"Qatar","Potatoes",1992,"97727","977.27","74","26.22","3"
"Qatar","Potatoes",1993,"100000","1000","74","27.1","3"
"Qatar","Potatoes",1994,"98182","981.82","74","27.59","3"
"Qatar","Potatoes",1995,"91667","916.67","74","27.16","4"
"Qatar","Potatoes",1996,"104000","1040","74","27.66","6"
"Qatar","Potatoes",1997,"101429","1014.29","74","27.23","21.5"
"Qatar","Potatoes",1998,"103333","1033.33","74","28.48","37"
"Qatar","Potatoes",1999,"93333","933.33","74","28.62","52.5"
"Qatar","Potatoes",2000,"86667","866.67","74","28.06","68"
"Qatar","Potatoes",2001,"80000","800","74","28.36","68"
"Qatar","Potatoes",2002,"75000","750","74","28.25","68"
"Qatar","Potatoes",2004,"80000","800","74","28.2","68"
"Qatar","Potatoes",2005,"95169","951.69","74","28.09","68"
"Qatar","Potatoes",2006,"103333","1033.33","74","28.12","68"
"Qatar","Potatoes",2007,"100000","1000","74","28.23","68"
"Qatar","Potatoes",2008,"100000","1000","74","27.92","68"
"Qatar","Potatoes",2009,"110000","1100","74","28.17","68"
"Qatar","Potatoes",2010,"92000","920","74","28.93","68"
"Qatar","Potatoes",2011,"180000","1800","74","28.23","68"
"Qatar","Potatoes",2012,"120000","1200","74","28.54","68"
"Qatar","Potatoes",2013,"109298","1092.98","74","28.68","68"
"Qatar","Wheat",1990,"22996","229.96","74","27.38","3"
"Qatar","Wheat",1991,"23048","230.48","74","26.77","3"
"Qatar","Wheat",1992,"23088","230.88","74","26.22","3"
"Qatar","Wheat",1993,"23103","231.03","74","27.1","3"
"Qatar","Wheat",1994,"23065","230.65","74","27.59","3"
"Qatar","Wheat",1995,"22969","229.69","74","27.16","4"
"Qatar","Wheat",1996,"22881","228.81","74","27.66","6"
"Qatar","Wheat",1997,"23077","230.77","74","27.23","21.5"
"Qatar","Wheat",1998,"22951","229.51","74","28.48","37"
"Qatar","Wheat",1999,"23056","230.56","74","28.62","52.5"
"Qatar","Wheat",2000,"23056","230.56","74","28.06","68"
"Qatar","Wheat",2001,"23333","233.33","74","28.36","68"
"Qatar","Wheat",2002,"22727","227.27","74","28.25","68"
"Qatar","Wheat",2004,"24444","244.44","74","28.2","68"
"Qatar","Wheat",2005,"23333","233.33","74","28.09","68"
"Qatar","Wheat",2006,"20000","200","74","28.12","68"
"Qatar","Wheat",2007,"23188","231.88","74","28.23","68"
"Qatar","Wheat",2008,"30000","300","74","27.92","68"
"Qatar","Wheat",2009,"23333","233.33","74","28.17","68"
"Qatar","Wheat",2010,"22500","225","74","28.93","68"
"Qatar","Wheat",2011,"23636","236.36","74","28.23","68"
"Qatar","Wheat",2012,"22857","228.57","74","28.54","68"
"Qatar","Wheat",2013,"22632","226.32","74","28.68","68"
"Romania","Maize",1990,"27606","276.06","637","12.26","25255"
"Romania","Maize",1991,"40766","407.66","637","10.55","19898"
"Romania","Maize",1992,"20469","204.69","637","11.55","15134"
"Romania","Maize",1993,"26054","260.54","637","10.78","24252"
"Romania","Maize",1994,"31317","313.17","637","12.7","21811"
"Romania","Maize",1995,"31915","319.15","637","11.21","20113"
"Romania","Maize",1996,"29319","293.19","637","10.71","17425"
"Romania","Maize",1997,"42171","421.71","637","10.46","15349"
"Romania","Maize",1998,"27892","278.92","637","11.37","13979"
"Romania","Maize",1999,"36403","364.03","637","12.34","11280"
"Romania","Maize",2000,"17128","171.28","637","12.44","9427.4"
"Romania","Maize",2001,"31232","312.32","637","11.9","7871.1"
"Romania","Maize",2002,"30421","304.21","637","12.24","7875.7"
"Romania","Maize",2004,"45497","454.97","637","11.63","6778.2"
"Romania","Maize",2005,"39816","398.16","637","11.25","7565.7"
"Romania","Maize",2006,"35754","357.54","637","11.63","6733.2"
"Romania","Maize",2007,"17030","170.3","637","12.99","6314"
"Romania","Maize",2008,"32271","322.71","637","12.5","7193.7"
"Romania","Maize",2009,"34169","341.69","637","12.47","6548.7"
"Romania","Maize",2010,"43176","431.76","637","11.94","7249.2"
"Romania","Maize",2011,"45292","452.92","637","11.26","6582.9"
"Romania","Maize",2012,"21870","218.7","637","12.33","6418.7"
"Romania","Maize",2013,"44941","449.41","637","13.94","6947.9"
"Romania","Potatoes",1990,"109996","1099.96","637","12.26","25255"
"Romania","Potatoes",1991,"79732","797.32","637","10.55","19898"
"Romania","Potatoes",1992,"118962","1189.62","637","11.55","15134"
"Romania","Potatoes",1993,"148950","1489.5","637","10.78","24252"
"Romania","Potatoes",1994,"118525","1185.25","637","12.7","21811"
"Romania","Potatoes",1995,"123608","1236.08","637","11.21","20113"
"Romania","Potatoes",1996,"139763","1397.63","637","10.71","17425"
"Romania","Potatoes",1997,"126636","1266.36","637","10.46","15349"
"Romania","Potatoes",1998,"128302","1283.02","637","11.37","13979"
"Romania","Potatoes",1999,"144957","1449.57","637","12.34","11280"
"Romania","Potatoes",2000,"123276","1232.76","637","12.44","9427.4"
"Romania","Potatoes",2001,"144769","1447.69","637","11.9","7871.1"
"Romania","Potatoes",2002,"144401","1444.01","637","12.24","7875.7"
"Romania","Potatoes",2004,"166540","1665.4","637","11.63","6778.2"
"Romania","Potatoes",2005,"131035","1310.35","637","11.25","7565.7"
"Romania","Potatoes",2006,"141860","1418.6","637","11.63","6733.2"
"Romania","Potatoes",2007,"136211","1362.11","637","12.99","6314"
"Romania","Potatoes",2008,"140485","1404.85","637","12.5","7193.7"
"Romania","Potatoes",2009,"153812","1538.12","637","12.47","6548.7"
"Romania","Potatoes",2010,"132960","1329.6","637","11.94","7249.2"
"Romania","Potatoes",2011,"164154","1641.54","637","11.26","6582.9"
"Romania","Potatoes",2012,"107623","1076.23","637","12.33","6418.7"
