Unnamed: 0,Area,Crop,Year,Crop_Yield,Pesticide_hg/ha,Rain_mm,Temp_c
25678,Spain,Sorghum,2013,50111,54197.0,636.0,17.46
25685,Spain,Wheat,2013,36447,54197.0,636.0,17.0
25686,Spain,Wheat,2013,36447,54197.0,636.0,12.68
25687,Spain,Wheat,2013,36447,54197.0,636.0,17.46
25688,Sri Lanka,Cassava,1990,87717,1571.33,1712.0,26.53
25693,Sri Lanka,Sorghum,1990,7143,1571.33,1712.0,26.53
25696,Sri Lanka,Cassava,1991,92373,1409.15,1712.0,26.53
25701,Sri Lanka,Sorghum,1991,6911,1409.15,1712.0,26.53
25704,Sri Lanka,Cassava,1992,88453,2144.31,1712.0,26.26
25709,Sri Lanka,Sorghum,1992,7034,2144.31,1712.0,26.26
25712,Sri Lanka,Cassava,1993,93405,1753.2,1712.0,26.37
25717,Sri Lanka,Sorghum,1993,6154,1753.2,1712.0,26.37
25720,Sri Lanka,Cassava,1994,89267,1860.7,1712.0,26.34
25725,Sri Lanka,Sorghum,1994,7132,1860.7,1712.0,26.34
25728,Sri Lanka,Cassava,1995,90241,1735.5,1712.0,26.59
25733,Sri Lanka,Sorghum,1995,9212,1735.5,1712.0,26.59
25736,Sri Lanka,Cassava,1996,87529,1654.41,1712.0,26.38
25741,Sri Lanka,Sorghum,1996,9510,1654.41,1712.0,26.38
25744,Sri Lanka,Cassava,1997,86564,1622.4,1712.0,26.66
25749,Sri Lanka,Sorghum,1997,9078,1622.4,1712.0,26.66
25752,Sri Lanka,Cassava,1998,85535,1532.41,1712.0,27.13
25757,Sri Lanka,Sorghum,1998,7000,1532.41,1712.0,27.13
25760,Sri Lanka,Cassava,1999,85460,1766.91,1712.0,26.32
25765,Sri Lanka,Sorghum,1999,7000,1766.91,1712.0,26.32
25768,Sri Lanka,Cassava,2000,84330,1695.71,1712.0,26.43
25773,Sri Lanka,Sorghum,2000,7500,1695.71,1712.0,26.43
25776,Sri Lanka,Cassava,2001,85560,1705.05,1712.0,26.63
25781,Sri Lanka,Sorghum,2001,7143,1705.05,1712.0,26.63
25784,Sri Lanka,Cassava,2002,85284,1714.39,1712.0,26.74
25789,Sri Lanka,Sorghum,2002,6818,1714.39,1712.0,26.74
25792,Sri Lanka,Cassava,2004,95411,1733.07,1712.0,26.64
25797,Sri Lanka,Sorghum,2004,7714,1733.07,1712.0,26.64
25800,Sri Lanka,Cassava,2005,95186,1742.41,1712.0,26.73
25805,Sri Lanka,Sorghum,2005,9583,1742.41,1712.0,26.73
25808,Sri Lanka,Cassava,2006,95959,1751.75,1712.0,26.56
25813,Sri Lanka,Sorghum,2006,8500,1751.75,1712.0,26.56
25816,Sri Lanka,Cassava,2007,97487,1439.8,1712.0,26.57
25821,Sri Lanka,Sorghum,2007,10000,1439.8,1712.0,26.57
25824,Sri Lanka,Cassava,2008,100556,1152.39,1712.0,26.42
25829,Sri Lanka,Sorghum,2008,12353,1152.39,1712.0,26.42
25832,Sri Lanka,Cassava,2009,116401,1170.36,1712.0,26.67
25837,Sri Lanka,Sorghum,2009,12857,1170.36,1712.0,26.67
25840,Sri Lanka,Cassava,2010,120631,1450.54,1712.0,26.83
25845,Sri Lanka,Sorghum,2010,12500,1450.54,1712.0,26.83
25848,Sri Lanka,Cassava,2011,120967,1290.31,1712.0,26.65
25853,Sri Lanka,Sorghum,2011,12857,1290.31,1712.0,26.65
25856,Sri Lanka,Cassava,2012,121660,1112.8,1712.0,26.88
25861,Sri Lanka,Sorghum,2012,12857,1112.8,1712.0,26.88
25864,Sri Lanka,Cassava,2013,126527,1235.31,1712.0,27.03
25869,Sri Lanka,Sorghum,2013,14227,1235.31,1712.0,27.03
25878,Sudan,Sorghum,2012,5481,2469.47,1712.0,26.42
25879,Sudan,Sorghum,2012,5481,2469.47,1712.0,29.96
25882,Sudan,Wheat,2012,17297,2469.47,1712.0,26.42
25883,Sudan,Wheat,2012,17297,2469.47,1712.0,29.96
25892,Sudan,Sorghum,2013,6390,2469.47,1712.0,26.84
25893,Sudan,Sorghum,2013,6390,2469.47,1712.0,30.65
25896,Sudan,Wheat,2013,19534,2469.47,1712.0,26.84
25897,Sudan,Wheat,2013,19534,2469.47,1712.0,30.65
25900,Suriname,Cassava,1990,125641,217.0,2331.0,26.87
25906,Suriname,Cassava,1991,154444,207.0,2331.0,26.93
25912,Suriname,Cassava,1992,144139,197.5,2331.0,27.04
25918,Suriname,Cassava,1993,130082,188.0,2331.0,26.83
25924,Suriname,Cassava,1994,135039,178.5,2331.0,26.82
25930,Suriname,Cassava,1995,149460,169.0,2331.0,27.33
25936,Suriname,Cassava,1996,169764,142.0,2331.0,27.09
25942,Suriname,Cassava,1997,162653,139.0,2331.0,27.27
25948,Suriname,Cassava,1998,110084,151.33,2331.0,27.65
25954,Suriname,Cassava,1999,167798,163.67,2331.0,27.07
25960,Suriname,Cassava,2000,158385,176.0,2331.0,26.86
25966,Suriname,Cassava,2001,197585,581.12,2331.0,27.12
25972,Suriname,Cassava,2002,187244,986.25,2331.0,27.14
25978,Suriname,Cassava,2004,204878,1214.83,2331.0,27.47
25984,Suriname,Cassava,2005,197619,1426.37,2331.0,27.7
25990,Suriname,Cassava,2006,200000,1483.84,2331.0,27.34
25996,Suriname,Cassava,2007,254710,1847.86,2331.0,27.19
26002,Suriname,Cassava,2008,251652,2108.66,2331.0,27.22
26008,Suriname,Cassava,2009,276831,2191.37,2331.0,27.45
26014,Suriname,Cassava,2010,252560,1286.65,2331.0,27.7
26020,Suriname,Cassava,2011,228356,936.24,2331.0,27.42
26026,Suriname,Cassava,2012,241965,633.92,2331.0,27.4
26032,Suriname,Cassava,2013,298608,537.49,2331.0,27.17
26039,Sweden,Wheat,1990,64494,2310.0,624.0,8.43
26041,Sweden,Wheat,1991,58591,1841.0,624.0,7.49
26043,Sweden,Wheat,1992,53249,1497.0,624.0,7.94
26045,Sweden,Wheat,1993,58993,1466.0,624.0,6.98
26047,Sweden,Wheat,1994,53403,1962.0,624.0,7.23
26049,Sweden,Wheat,1995,59441,1225.0,624.0,7.17
26051,Sweden,Wheat,1996,60597,1529.0,624.0,6.15
26053,Sweden,Wheat,1997,59742,1534.0,624.0,7.66
26055,Sweden,Wheat,1998,56494,1555.0,624.0,6.89
26057,Sweden,Wheat,1999,60236,1602.0,624.0,8.02
26059,Sweden,Wheat,2000,59066,1721.0,624.0,8.42
26061,Sweden,Wheat,2001,59412,1789.0,624.0,7.48
26063,Sweden,Wheat,2002,61487,2198.0,624.0,7.96
26065,Sweden,Wheat,2004,59798,1353.0,624.0,7.53
26067,Sweden,Wheat,2005,63334,2132.0,624.0,7.72
26069,Sweden,Wheat,2006,54627,2220.0,624.0,8.3
26071,Sweden,Wheat,2007,62571,2157.0,624.0,8.16
26073,Sweden,Wheat,2008,61087,2352.0,624.0,8.49
26075,Sweden,Wheat,2009,60776,1935.0,624.0,7.54
26077,Sweden,Wheat,2010,53966,1982.0,624.0,6.01
26079,Sweden,Wheat,2011,53786,1781.0,624.0,8.18
26081,Sweden,Wheat,2012,62379,1814.0,624.0,7.21
26083,Sweden,Wheat,2013,57792,1620.0,624.0,7.1
26087,Switzerland,Wheat,1990,56376,2282.0,1537.0,8.19
26091,Switzerland,Wheat,1991,59471,2055.9,1537.0,7.24
26095,Switzerland,Wheat,1992,55114,2018.7,1537.0,7.98
26099,Switzerland,Wheat,1993,59382,1934.5,1537.0,7.48
26103,Switzerland,Wheat,1994,54925,1922.5,1537.0,8.78
26107,Switzerland,Wheat,1995,59798,1826.3,1537.0,7.65
26111,Switzerland,Wheat,1996,66149,1746.3,1537.0,6.66
26115,Switzerland,Wheat,1997,59787,1644.3,1537.0,7.96
26119,Switzerland,Wheat,1998,61811,1563.6,1537.0,7.81
26123,Switzerland,Wheat,1999,52609,1526.6,1537.0,7.76
26127,Switzerland,Wheat,2000,59477,1576.9,1537.0,8.54
26131,Switzerland,Wheat,2001,55116,1561.9,1537.0,7.82
26135,Switzerland,Wheat,2002,56340,1526.6,1537.0,8.42
26139,Switzerland,Wheat,2004,61177,1390.7,1537.0,7.67
26143,Switzerland,Wheat,2005,57316,1388.3,1537.0,7.49
26147,Switzerland,Wheat,2006,58130,1359.04,1537.0,8.19
26151,Switzerland,Wheat,2007,59803,2099.3,1537.0,8.43
26155,Switzerland,Wheat,2008,60014,2011.47,1537.0,7.98
26159,Switzerland,Wheat,2009,60214,2170.4,1537.0,8.15
26163,Switzerland,Wheat,2010,57490,2059.6,1537.0,7.06
26167,Switzerland,Wheat,2011,62952,2132.14,1537.0,8.68
26171,Switzerland,Wheat,2012,57763,2077.9,1537.0,7.96
26175,Switzerland,Wheat,2013,53834,2098.5,1537.0,7.94
26179,Tajikistan,Sorghum,1992,11720,2280.0,691.0,7.9
26181,Tajikistan,Wheat,1992,9073,2280.0,691.0,7.9
26185,Tajikistan,Sorghum,1993,13716,2280.0,691.0,7.29
26187,Tajikistan,Wheat,1993,8513,2280.0,691.0,7.29
26191,Tajikistan,Sorghum,1994,14087,714.0,691.0,8.01
26193,Tajikistan,Wheat,1994,8409,714.0,691.0,8.01
26197,Tajikistan,Sorghum,1995,19182,54.0,691.0,8.49
26199,Tajikistan,Wheat,1995,8882,54.0,691.0,8.49
26203,Tajikistan,Sorghum,1996,7338,826.0,691.0,7.55
26205,Tajikistan,Wheat,1996,8566,826.0,691.0,7.55
26209,Tajikistan,Sorghum,1997,8883,751.31,691.0,8.69
26211,Tajikistan,Wheat,1997,12687,751.31,691.0,8.69
26215,Tajikistan,Sorghum,1998,20704,676.63,691.0,8.34
26217,Tajikistan,Wheat,1998,11448,676.63,691.0,8.34
26221,Tajikistan,Sorghum,1999,11327,601.94,691.0,8.74
26223,Tajikistan,Wheat,1999,11486,601.94,691.0,8.74
26227,Tajikistan,Sorghum,2000,14588,527.25,691.0,8.78
26229,Tajikistan,Wheat,2000,11839,527.25,691.0,8.78
26233,Tajikistan,Sorghum,2001,13444,452.56,691.0,9.16
26235,Tajikistan,Wheat,2001,13098,452.56,691.0,9.16
26239,Tajikistan,Sorghum,2002,12353,377.88,691.0,8.63
26241,Tajikistan,Wheat,2002,17898,377.88,691.0,8.63
26245,Tajikistan,Sorghum,2004,17786,228.5,691.0,9.24
26247,Tajikistan,Wheat,2004,19897,228.5,691.0,9.24
26251,Tajikistan,Sorghum,2005,12140,235.4,691.0,8.61
26252,Tajikistan,Wheat,2005,19603,235.4,691.0,8.61
26256,Tajikistan,Sorghum,2006,14240,241.9,691.0,8.97
26258,Tajikistan,Wheat,2006,19967,241.9,691.0,8.97
26262,Tajikistan,Sorghum,2007,16316,247.9,691.0,8.69
26264,Tajikistan,Wheat,2007,23500,247.9,691.0,8.69
26268,Tajikistan,Sorghum,2008,10687,253.5,691.0,8.29
26270,Tajikistan,Wheat,2008,19866,253.5,691.0,8.29
26274,Tajikistan,Sorghum,2009,8889,258.1,691.0,8.42
26276,Tajikistan,Wheat,2009,30343,258.1,691.0,8.42
26280,Tajikistan,Sorghum,2010,17840,262.1,691.0,8.98
26282,Tajikistan,Wheat,2010,30159,262.1,691.0,8.98
26286,Tajikistan,Sorghum,2011,7981,264.6,691.0,8.45
26288,Tajikistan,Wheat,2011,23359,264.6,691.0,8.45
26292,Tajikistan,Sorghum,2012,29444,264.6,691.0,7.71
26294,Tajikistan,Wheat,2012,26758,264.6,691.0,7.71
26298,Tajikistan,Sorghum,2013,34000,264.6,691.0,10.1
26300,Tajikistan,Wheat,2013,29735,264.6,691.0,10.1
26301,Thailand,Cassava,1990,139159,18849.0,1622.0,27.96
26305,Thailand,Sorghum,1990,12590,18849.0,1622.0,27.96
26307,Thailand,Wheat,1990,6107,18849.0,1622.0,27.96
26308,Thailand,Cassava,1991,137453,18849.0,1622.0,27.85
26312,Thailand,Sorghum,1991,12991,18849.0,1622.0,27.85
26314,Thailand,Wheat,1991,4861,18849.0,1622.0,27.85
26315,Thailand,Cassava,1992,140332,18849.0,1622.0,27.55
26319,Thailand,Sorghum,1992,14440,18849.0,1622.0,27.55
26321,Thailand,Wheat,1992,6753,18849.0,1622.0,27.55
26322,Thailand,Cassava,1993,140491,18849.0,1622.0,27.58
26326,Thailand,Sorghum,1993,14272,18849.0,1622.0,27.58
26328,Thailand,Wheat,1993,6167,18849.0,1622.0,27.58
26329,Thailand,Cassava,1994,138073,20448.0,1622.0,27.76
26333,Thailand,Sorghum,1994,13644,20448.0,1622.0,27.76
26335,Thailand,Wheat,1994,7000,20448.0,1622.0,27.76
26336,Thailand,Cassava,1995,130244,24062.0,1622.0,27.68
26340,Thailand,Sorghum,1995,15032,24062.0,1622.0,27.68
26342,Thailand,Wheat,1995,6820,24062.0,1622.0,27.68
26343,Thailand,Cassava,1996,141581,21901.0,1622.0,27.37
26347,Thailand,Sorghum,1996,16727,21901.0,1622.0,27.37
26349,Thailand,Wheat,1996,6455,21901.0,1622.0,27.37
26350,Thailand,Cassava,1997,146976,23960.0,1622.0,28.01
26354,Thailand,Sorghum,1997,14983,23960.0,1622.0,28.01
26356,Thailand,Wheat,1997,6903,23960.0,1622.0,28.01
26357,Thailand,Cassava,1998,149280,19212.0,1622.0,28.44
26361,Thailand,Sorghum,1998,13948,19212.0,1622.0,28.44
26363,Thailand,Wheat,1998,6951,19212.0,1622.0,28.44
26364,Thailand,Cassava,1999,154929,22761.0,1622.0,27.34
26368,Thailand,Sorghum,1999,16352,22761.0,1622.0,27.34
26370,Thailand,Wheat,1999,6995,22761.0,1622.0,27.34
26371,Thailand,Cassava,2000,168570,20334.0,1622.0,27.52
26375,Thailand,Sorghum,2000,17302,20334.0,1622.0,27.52
26377,Thailand,Wheat,2000,7039,20334.0,1622.0,27.52
26378,Thailand,Cassava,2001,175324,30629.67,1622.0,27.81
26382,Thailand,Sorghum,2001,17356,30629.67,1622.0,27.81
26384,Thailand,Wheat,2001,7087,30629.67,1622.0,27.81
26385,Thailand,Cassava,2002,170694,40925.33,1622.0,27.98
26389,Thailand,Sorghum,2002,18430,40925.33,1622.0,27.98
26391,Thailand,Wheat,2002,7148,40925.33,1622.0,27.98
26392,Thailand,Cassava,2004,202778,88548.0,1622.0,27.8
26396,Thailand,Sorghum,2004,16770,88548.0,1622.0,27.8
26398,Thailand,Wheat,2004,7642,88548.0,1622.0,27.8
26399,Thailand,Cassava,2005,171804,43831.0,1622.0,27.92
26403,Thailand,Sorghum,2005,18904,43831.0,1622.0,27.92
26405,Thailand,Wheat,2005,7816,43831.0,1622.0,27.92
26406,Thailand,Cassava,2006,210910,41220.0,1622.0,27.92
26410,Thailand,Sorghum,2006,16446,41220.0,1622.0,27.92
26412,Thailand,Wheat,2006,7963,41220.0,1622.0,27.92
26413,Thailand,Cassava,2007,229223,66858.0,1622.0,27.79
26417,Thailand,Sorghum,2007,17545,66858.0,1622.0,27.79
26419,Thailand,Wheat,2007,8108,66858.0,1622.0,27.79
26420,Thailand,Cassava,2008,212548,65423.0,1622.0,27.48
26424,Thailand,Sorghum,2008,16776,65423.0,1622.0,27.48
26426,Thailand,Wheat,2008,8256,65423.0,1622.0,27.48
26427,Thailand,Cassava,2009,226781,67933.0,1622.0,27.79
26431,Thailand,Sorghum,2009,18930,67933.0,1622.0,27.79
26433,Thailand,Wheat,2009,8473,67933.0,1622.0,27.79
26434,Thailand,Cassava,2010,185730,68986.0,1622.0,28.54
26438,Thailand,Sorghum,2010,19175,68986.0,1622.0,28.54
26440,Thailand,Wheat,2010,8756,68986.0,1622.0,28.54
26441,Thailand,Cassava,2011,192995,87191.0,1622.0,27.56
26445,Thailand,Sorghum,2011,18436,87191.0,1622.0,27.56
26447,Thailand,Wheat,2011,9085,87191.0,1622.0,27.56
26448,Thailand,Cassava,2012,219133,69921.0,1622.0,28.48
26452,Thailand,Sorghum,2012,18814,69921.0,1622.0,28.48
26454,Thailand,Wheat,2012,8696,69921.0,1622.0,28.48
26455,Thailand,Cassava,2013,218232,8136.0,1622.0,28.98
26459,Thailand,Sorghum,2013,19061,8136.0,1622.0,28.98
26461,Thailand,Wheat,2013,12500,8136.0,1622.0,28.98
26463,Tunisia,Sorghum,1990,4286,909.0,207.0,19.34
26464,Tunisia,Wheat,1990,12721,909.0,207.0,19.34
26466,Tunisia,Sorghum,1991,3333,909.0,207.0,18.41
26467,Tunisia,Wheat,1991,17006,909.0,207.0,18.41
26469,Tunisia,Sorghum,1992,3801,909.0,207.0,18.54
26470,Tunisia,Wheat,1992,17030,909.0,207.0,18.54
26472,Tunisia,Sorghum,1993,3911,909.0,207.0,18.9
26473,Tunisia,Wheat,1993,13700,909.0,207.0,18.9
26475,Tunisia,Sorghum,1994,4000,909.0,207.0,19.93
26476,Tunisia,Wheat,1994,10694,909.0,207.0,19.93
26478,Tunisia,Sorghum,1995,4000,909.0,207.0,19.22
26479,Tunisia,Wheat,1995,12780,909.0,207.0,19.22
26481,Tunisia,Sorghum,1996,4121,909.0,207.0,18.88
26482,Tunisia,Wheat,1996,16151,909.0,207.0,18.88
26484,Tunisia,Sorghum,1997,4168,909.0,207.0,19.54
26485,Tunisia,Wheat,1997,11061,909.0,207.0,19.54
26487,Tunisia,Sorghum,1998,4217,868.44,207.0,19.19
26488,Tunisia,Wheat,1998,14248,868.44,207.0,19.19
26490,Tunisia,Sorghum,1999,4266,827.87,207.0,19.97
26491,Tunisia,Wheat,1999,14184,827.87,207.0,19.97
26493,Tunisia,Sorghum,2000,4316,787.31,207.0,19.76
26494,Tunisia,Wheat,2000,11727,787.31,207.0,19.76
26496,Tunisia,Sorghum,2001,4366,746.75,207.0,20.04
26497,Tunisia,Wheat,2001,20000,746.75,207.0,20.04
26499,Tunisia,Sorghum,2002,4404,706.18,207.0,19.74
26500,Tunisia,Wheat,2002,14144,706.18,207.0,19.74
26502,Tunisia,Sorghum,2004,4504,625.06,207.0,19.37
26503,Tunisia,Wheat,2004,16634,625.06,207.0,19.37
26505,Tunisia,Sorghum,2005,4551,584.49,207.0,19.12
26506,Tunisia,Wheat,2005,16918,584.49,207.0,19.12
26508,Tunisia,Sorghum,2006,4599,543.93,207.0,19.82
26509,Tunisia,Wheat,2006,14941,543.93,207.0,19.82
26511,Tunisia,Sorghum,2007,4646,503.37,207.0,19.71
26512,Tunisia,Wheat,2007,18762,503.37,207.0,19.71
26514,Tunisia,Sorghum,2008,4691,462.8,207.0,19.76
26515,Tunisia,Wheat,2008,17174,462.8,207.0,19.76
26517,Tunisia,Sorghum,2009,4733,422.24,207.0,19.64
26518,Tunisia,Wheat,2009,21038,422.24,207.0,19.64
26520,Tunisia,Sorghum,2010,4773,422.24,207.0,19.76
26521,Tunisia,Wheat,2010,18923,422.24,207.0,19.76
26523,Tunisia,Sorghum,2011,4810,422.24,207.0,19.53
26524,Tunisia,Wheat,2011,20791,422.24,207.0,19.53
26526,Tunisia,Sorghum,2012,5106,422.24,207.0,20.12
26527,Tunisia,Wheat,2012,20203,422.24,207.0,20.12
26529,Tunisia,Sorghum,2013,5106,422.24,207.0,20.0
26530,Tunisia,Wheat,2013,14614,422.24,207.0,20.0
26551,Turkey,Wheat,1990,21227,29918.0,593.0,19.22
26552,Turkey,Wheat,1990,21227,29918.0,593.0,10.51
26553,Turkey,Wheat,1990,21227,29918.0,593.0,11.91
26554,Turkey,Wheat,1990,21227,29918.0,593.0,14.01
26555,Turkey,Wheat,1990,21227,29918.0,593.0,17.94
26576,Turkey,Wheat,1991,21288,24343.0,593.0,18.94
26577,Turkey,Wheat,1991,21288,24343.0,593.0,10.37
26578,Turkey,Wheat,1991,21288,24343.0,593.0,11.2
26579,Turkey,Wheat,1991,21288,24343.0,593.0,13.21
26580,Turkey,Wheat,1991,21288,24343.0,593.0,17.04
26601,Turkey,Wheat,1992,20405,27110.0,593.0,17.68
26602,Turkey,Wheat,1992,20405,27110.0,593.0,9.06
26603,Turkey,Wheat,1992,20405,27110.0,593.0,10.77
26604,Turkey,Wheat,1992,20405,27110.0,593.0,13.01
26605,Turkey,Wheat,1992,20405,27110.0,593.0,16.91
26626,Turkey,Wheat,1993,21642,28042.0,593.0,18.82
26627,Turkey,Wheat,1993,21642,28042.0,593.0,9.96
26628,Turkey,Wheat,1993,21642,28042.0,593.0,11.45
26629,Turkey,Wheat,1993,21642,28042.0,593.0,13.32
26630,Turkey,Wheat,1993,21642,28042.0,593.0,17.39
26651,Turkey,Wheat,1994,17975,24219.0,593.0,19.76
26652,Turkey,Wheat,1994,17975,24219.0,593.0,11.7
26653,Turkey,Wheat,1994,17975,24219.0,593.0,12.83
26654,Turkey,Wheat,1994,17975,24219.0,593.0,14.88
26655,Turkey,Wheat,1994,17975,24219.0,593.0,18.35
26676,Turkey,Wheat,1995,19315,27328.0,593.0,19.15
26677,Turkey,Wheat,1995,19315,27328.0,593.0,10.93
26678,Turkey,Wheat,1995,19315,27328.0,593.0,12.06
26679,Turkey,Wheat,1995,19315,27328.0,593.0,14.14
26680,Turkey,Wheat,1995,19315,27328.0,593.0,17.64
26701,Turkey,Wheat,1996,19852,30286.0,593.0,19.47
26702,Turkey,Wheat,1996,19852,30286.0,593.0,11.29
26703,Turkey,Wheat,1996,19852,30286.0,593.0,11.92
26704,Turkey,Wheat,1996,19852,30286.0,593.0,13.77
26705,Turkey,Wheat,1996,19852,30286.0,593.0,17.49
26726,Turkey,Wheat,1997,20174,34431.0,593.0,18.65
26727,Turkey,Wheat,1997,20174,34431.0,593.0,10.13
26728,Turkey,Wheat,1997,20174,34431.0,593.0,11.34
26729,Turkey,Wheat,1997,20174,34431.0,593.0,13.16
26730,Turkey,Wheat,1997,20174,34431.0,593.0,17.2
26751,Turkey,Wheat,1998,22564,30162.0,593.0,19.92
26752,Turkey,Wheat,1998,22564,30162.0,593.0,11.72
26753,Turkey,Wheat,1998,22564,30162.0,593.0,12.56
26754,Turkey,Wheat,1998,22564,30162.0,593.0,14.48
26755,Turkey,Wheat,1998,22564,30162.0,593.0,18.08
26776,Turkey,Wheat,1999,19409,33089.0,593.0,20.02
26777,Turkey,Wheat,1999,19409,33089.0,593.0,11.69
26778,Turkey,Wheat,1999,19409,33089.0,593.0,13.02
26779,Turkey,Wheat,1999,19409,33089.0,593.0,15.0
26780,Turkey,Wheat,1999,19409,33089.0,593.0,18.74
26801,Turkey,Wheat,2000,22928,33471.0,593.0,19.33
26802,Turkey,Wheat,2000,22928,33471.0,593.0,10.39
26803,Turkey,Wheat,2000,22928,33471.0,593.0,12.03
26804,Turkey,Wheat,2000,22928,33471.0,593.0,14.29
26805,Turkey,Wheat,2000,22928,33471.0,593.0,17.97
26826,Turkey,Wheat,2001,20765,25539.0,593.0,20.09
26827,Turkey,Wheat,2001,20765,25539.0,593.0,12.32
26828,Turkey,Wheat,2001,20765,25539.0,593.0,13.16
26829,Turkey,Wheat,2001,20765,25539.0,593.0,15.11
26830,Turkey,Wheat,2001,20765,25539.0,593.0,18.63
26851,Turkey,Wheat,2002,21006,27915.0,593.0,19.54
26852,Turkey,Wheat,2002,21006,27915.0,593.0,10.81
26853,Turkey,Wheat,2002,21006,27915.0,593.0,12.24
26854,Turkey,Wheat,2002,21006,27915.0,593.0,14.51
26855,Turkey,Wheat,2002,21006,27915.0,593.0,18.18
26871,Turkey,Sorghum,2004,23333,28831.0,593.0,19.48
26872,Turkey,Sorghum,2004,23333,28831.0,593.0,10.99
26873,Turkey,Sorghum,2004,23333,28831.0,593.0,12.26
26874,Turkey,Sorghum,2004,23333,28831.0,593.0,14.23
26875,Turkey,Sorghum,2004,23333,28831.0,593.0,17.97
26881,Turkey,Wheat,2004,22658,28831.0,593.0,19.48
26882,Turkey,Wheat,2004,22658,28831.0,593.0,10.99
26883,Turkey,Wheat,2004,22658,28831.0,593.0,12.26
26884,Turkey,Wheat,2004,22658,28831.0,593.0,14.23
26885,Turkey,Wheat,2004,22658,28831.0,593.0,17.97
26901,Turkey,Sorghum,2005,23256,40332.0,593.0,19.44
26902,Turkey,Sorghum,2005,23256,40332.0,593.0,11.24
26903,Turkey,Sorghum,2005,23256,40332.0,593.0,12.2
26904,Turkey,Sorghum,2005,23256,40332.0,593.0,14.23
26905,Turkey,Sorghum,2005,23256,40332.0,593.0,17.78
26911,Turkey,Wheat,2005,23309,40332.0,593.0,19.44
26912,Turkey,Wheat,2005,23309,40332.0,593.0,11.24
26913,Turkey,Wheat,2005,23309,40332.0,593.0,12.2
26914,Turkey,Wheat,2005,23309,40332.0,593.0,14.23
26915,Turkey,Wheat,2005,23309,40332.0,593.0,17.78
26931,Turkey,Sorghum,2006,26023,27421.0,593.0,19.44
26932,Turkey,Sorghum,2006,26023,27421.0,593.0,11.12
26933,Turkey,Sorghum,2006,26023,27421.0,593.0,11.96
26934,Turkey,Sorghum,2006,26023,27421.0,593.0,14.11
26935,Turkey,Sorghum,2006,26023,27421.0,593.0,17.71
26941,Turkey,Wheat,2006,23595,27421.0,593.0,19.44
26942,Turkey,Wheat,2006,23595,27421.0,593.0,11.12
26943,Turkey,Wheat,2006,23595,27421.0,593.0,11.96
26944,Turkey,Wheat,2006,23595,27421.0,593.0,14.11
26945,Turkey,Wheat,2006,23595,27421.0,593.0,17.71
26961,Turkey,Sorghum,2007,32222,48715.51,593.0,19.82
26962,Turkey,Sorghum,2007,32222,48715.51,593.0,11.87
26963,Turkey,Sorghum,2007,32222,48715.51,593.0,12.91
26964,Turkey,Sorghum,2007,32222,48715.51,593.0,14.98
26965,Turkey,Sorghum,2007,32222,48715.51,593.0,18.6
26971,Turkey,Wheat,2007,21675,48715.51,593.0,19.82
26972,Turkey,Wheat,2007,21675,48715.51,593.0,11.87
26973,Turkey,Wheat,2007,21675,48715.51,593.0,12.91
26974,Turkey,Wheat,2007,21675,48715.51,593.0,14.98
26975,Turkey,Wheat,2007,21675,48715.51,593.0,18.6
26991,Turkey,Sorghum,2008,30811,37640.2,593.0,19.92
26992,Turkey,Sorghum,2008,30811,37640.2,593.0,11.33
26993,Turkey,Sorghum,2008,30811,37640.2,593.0,12.7
26994,Turkey,Sorghum,2008,30811,37640.2,593.0,14.91
26995,Turkey,Sorghum,2008,30811,37640.2,593.0,18.47
27001,Turkey,Wheat,2008,23451,37640.2,593.0,19.92
27002,Turkey,Wheat,2008,23451,37640.2,593.0,11.33
27003,Turkey,Wheat,2008,23451,37640.2,593.0,12.7
27004,Turkey,Wheat,2008,23451,37640.2,593.0,14.91
27005,Turkey,Wheat,2008,23451,37640.2,593.0,18.47
27021,Turkey,Sorghum,2009,51316,37651.15,593.0,19.94
27022,Turkey,Sorghum,2009,51316,37651.15,593.0,11.63
27023,Turkey,Sorghum,2009,51316,37651.15,593.0,12.75
27024,Turkey,Sorghum,2009,51316,37651.15,593.0,14.95
27025,Turkey,Sorghum,2009,51316,37651.15,593.0,18.41
27031,Turkey,Wheat,2009,25667,37651.15,593.0,19.94
27032,Turkey,Wheat,2009,25667,37651.15,593.0,11.63
27033,Turkey,Wheat,2009,25667,37651.15,593.0,12.75
27034,Turkey,Wheat,2009,25667,37651.15,593.0,14.95
27035,Turkey,Wheat,2009,25667,37651.15,593.0,18.41
27051,Turkey,Sorghum,2010,70968,38554.69,593.0,21.02
27052,Turkey,Sorghum,2010,70968,38554.69,593.0,13.27
27053,Turkey,Sorghum,2010,70968,38554.69,593.0,13.8
27054,Turkey,Sorghum,2010,70968,38554.69,593.0,15.6
27055,Turkey,Sorghum,2010,70968,38554.69,593.0,19.27
27061,Turkey,Wheat,2010,24400,38554.69,593.0,21.02
27062,Turkey,Wheat,2010,24400,38554.69,593.0,13.27
27063,Turkey,Wheat,2010,24400,38554.69,593.0,13.8
27064,Turkey,Wheat,2010,24400,38554.69,593.0,15.6
27065,Turkey,Wheat,2010,24400,38554.69,593.0,19.27
27081,Turkey,Sorghum,2011,69231,39534.43,593.0,19.36
