Area,Year,average_rain_fall_mm_per_year,avg_temp,pesticides_tonnes
Indonesia,2004,2702,27.42,1597.0
Indonesia,2004,2702,27.32,1597.0
Indonesia,2004,2702,27.57,1597.0
Indonesia,2004,2702,26.97,1597.0
Indonesia,2004,2702,27.69,1597.0
Indonesia,2005,2702,25.59,1597.0
Indonesia,2005,2702,27.22,1597.0
Indonesia,2005,2702,27.48,1597.0
Indonesia,2005,2702,27.44,1597.0
Indonesia,2005,2702,27.11,1597.0
Indonesia,2005,2702,27.77,1597.0
Indonesia,2006,2702,25.66,1597.0
Indonesia,2006,2702,27.39,1597.0
Indonesia,2006,2702,27.21,1597.0
Indonesia,2006,2702,27.55,1597.0
Indonesia,2006,2702,26.98,1597.0
Indonesia,2006,2702,27.55,1597.0
Indonesia,2007,2702,25.5,1597.0
Indonesia,2007,2702,27.21,1597.0
Indonesia,2007,2702,27.14,1597.0
Indonesia,2007,2702,27.29,1597.0
Indonesia,2007,2702,26.88,1597.0
Indonesia,2007,2702,27.49,1597.0
Indonesia,2008,2702,25.32,1597.0
Indonesia,2008,2702,26.97,1597.0
Indonesia,2008,2702,27.03,1597.0
Indonesia,2008,2702,27.18,1597.0
Indonesia,2008,2702,26.65,1597.0
Indonesia,2008,2702,27.34,1597.0
Indonesia,2009,2702,25.54,1597.0
Indonesia,2009,2702,27.31,1597.0
Indonesia,2009,2702,27.3,1597.0
Indonesia,2009,2702,27.63,1597.0
Indonesia,2009,2702,26.98,1597.0
Indonesia,2009,2702,27.69,1597.0
Indonesia,2010,2702,25.57,1597.0
Indonesia,2010,2702,27.25,1597.0
Indonesia,2010,2702,27.69,1597.0
Indonesia,2010,2702,27.46,1597.0
Indonesia,2010,2702,26.94,1597.0
Indonesia,2010,2702,27.55,1597.0
Indonesia,2011,2702,25.38,1597.0
Indonesia,2011,2702,27.24,1597.0
Indonesia,2011,2702,27.19,1597.0
Indonesia,2011,2702,27.39,1597.0
Indonesia,2011,2702,26.63,1597.0
Indonesia,2011,2702,27.19,1597.0
Indonesia,2012,2702,25.59,1597.0
Indonesia,2012,2702,27.36,1597.0
Indonesia,2012,2702,27.37,1597.0
Indonesia,2012,2702,27.49,1597.0
Indonesia,2012,2702,26.87,1597.0
Indonesia,2012,2702,27.48,1597.0
Indonesia,2013,2702,25.48,1597.0
Indonesia,2013,2702,27.37,1597.0
Indonesia,2013,2702,27.88,1597.0
Indonesia,2013,2702,27.34,1597.0
Indonesia,2013,2702,26.72,1597.0
Indonesia,2013,2702,27.3,1597.0
Iraq,1990,216,23.41,692.0
Iraq,1990,216,19.76,692.0
Iraq,1991,216,23.21,692.0
Iraq,1991,216,19.68,692.0
Iraq,1992,216,21.52,692.0
Iraq,1992,216,17.76,692.0
Iraq,1993,216,22.86,692.0
Iraq,1993,216,18.75,692.0
Iraq,1994,216,23.47,692.0
Iraq,1994,216,20.02,692.0
Iraq,1995,216,23.32,816.0
Iraq,1995,216,19.86,816.0
Iraq,1996,216,23.96,616.0
Iraq,1996,216,20.13,616.0
Iraq,1997,216,22.74,848.0
Iraq,1997,216,19.23,848.0
Iraq,1998,216,24.33,755.0
Iraq,1998,216,20.65,755.0
Iraq,1999,216,24.42,508.0
Iraq,1999,216,20.85,508.0
Iraq,2000,216,23.9,548.0
Iraq,2000,216,20.28,548.0
Iraq,2001,216,24.45,837.47
Iraq,2001,216,20.8,837.47
Iraq,2002,216,23.76,878.68
Iraq,2002,216,20.1,878.68
Iraq,2004,216,23.72,828.62
Iraq,2004,216,20.0,828.62
Iraq,2005,216,23.58,873.01
Iraq,2005,216,19.96,873.01
Iraq,2006,216,23.82,824.14
Iraq,2006,216,20.12,824.14
Iraq,2007,216,23.92,1062.61
Iraq,2007,216,20.12,1062.61
Iraq,2008,216,24.09,1245.94
Iraq,2008,216,20.46,1245.94
Iraq,2009,216,23.87,1429.27
Iraq,2009,216,20.26,1429.27
Iraq,2010,216,25.49,1612.61
Iraq,2010,216,21.97,1612.61
Iraq,2011,216,23.44,1795.94
Iraq,2011,216,19.78,1795.94
Iraq,2012,216,24.34,1979.27
Iraq,2012,216,20.7,1979.27
Iraq,2013,216,25.14,2162.6
Iraq,2013,216,21.77,2162.6
Ireland,1990,1118,9.59,2014.0
Ireland,1991,1118,9.07,2014.0
Ireland,1992,1118,9.07,2014.0
Ireland,1993,1118,8.85,2014.0
Ireland,1994,1118,9.13,2014.0
Ireland,1995,1118,9.75,2152.0
Ireland,1996,1118,8.85,1577.0
Ireland,1997,1118,9.95,2201.0
Ireland,1998,1118,9.71,2257.0
Ireland,1999,1118,9.75,1930.0
Ireland,2000,1118,9.43,1942.21
Ireland,2001,1118,9.27,2333.67
Ireland,2002,1118,9.75,2614.27
Ireland,2004,1118,9.77,2978.49
Ireland,2005,1118,9.91,2624.89
Ireland,2006,1118,10.0,2766.64
Ireland,2007,1118,10.11,3083.02
Ireland,2008,1118,9.42,2790.17
Ireland,2009,1118,9.47,2268.1
Ireland,2010,1118,8.38,2529.2
Ireland,2011,1118,9.76,3664.3
Ireland,2012,1118,9.28,2925.1
Ireland,2013,1118,9.28,2950.8
Italy,1990,832,7.97,100596.4
Italy,1990,832,12.83,100596.4
Italy,1991,832,7.28,88916.6
Italy,1991,832,12.05,88916.6
Italy,1992,832,7.76,88227.6
Italy,1992,832,12.89,88227.6
Italy,1993,832,7.43,89282.2
Italy,1993,832,12.71,89282.2
Italy,1994,832,8.39,81217.6
Italy,1994,832,13.53,81217.6
Italy,1995,832,7.43,84153.0
Italy,1995,832,12.47,84153.0
Italy,1996,832,7.06,74617.2
Italy,1996,832,12.28,74617.2
Italy,1997,832,8.18,84799.0
Italy,1997,832,13.13,84799.0
Italy,1998,832,7.77,84117.0
Italy,1998,832,12.96,84117.0
Italy,1999,832,7.64,81583.0
Italy,1999,832,12.95,81583.0
Italy,2000,832,8.13,79447.0
Italy,2000,832,13.42,79447.0
Italy,2001,832,7.83,75978.0
Italy,2001,832,13.23,75978.0
Italy,2002,832,8.15,94211.0
Italy,2002,832,13.14,94211.0
Italy,2004,832,7.74,83810.0
Italy,2004,832,12.75,83810.0
Italy,2005,832,7.33,84647.0
Italy,2005,832,12.16,84647.0
Italy,2006,832,8.15,74349.0
Italy,2006,832,12.87,74349.0
Italy,2007,832,8.4,80454.0
Italy,2007,832,13.32,80454.0
Italy,2008,832,7.91,79643.0
Italy,2008,832,13.01,79643.0
Italy,2009,832,8.11,74172.0
Italy,2009,832,13.28,74172.0
Italy,2010,832,7.05,71613.0
Italy,2010,832,12.63,71613.0
Italy,2011,832,8.68,70690.0
Italy,2011,832,13.46,70690.0
Italy,2012,832,8.05,61889.0
Italy,2012,832,13.45,61889.0
Italy,2013,832,8.04,55633.0
Italy,2013,832,13.6,55633.0
Jamaica,1990,2051,27.28,1415.65
Jamaica,1991,2051,27.24,1415.65
Jamaica,1992,2051,27.25,1415.65
Jamaica,1993,2051,27.02,1415.65
Jamaica,1994,2051,27.48,1415.65
Jamaica,1995,2051,27.4,1445.12
Jamaica,1996,2051,26.98,1573.58
Jamaica,1997,2051,27.8,909.71
Jamaica,1998,2051,27.8,909.71
Jamaica,1999,2051,27.12,909.71
Jamaica,2000,2051,26.96,909.71
Jamaica,2001,2051,27.27,909.71
Jamaica,2002,2051,27.51,909.71
Jamaica,2004,2051,27.47,909.71
Jamaica,2005,2051,27.34,909.71
Jamaica,2006,2051,27.58,909.71
Jamaica,2007,2051,27.61,909.71
Jamaica,2008,2051,27.17,909.71
Jamaica,2009,2051,27.42,909.71
Jamaica,2010,2051,27.09,909.71
Jamaica,2011,2051,27.17,909.71
Jamaica,2012,2051,27.51,909.71
Jamaica,2013,2051,27.41,909.71
Japan,1990,1668,16.4,79821.18
Japan,1990,1668,14.14,79821.18
Japan,1990,1668,16.46,79821.18
Japan,1990,1668,16.12,79821.18
Japan,1990,1668,16.17,79821.18
Japan,1990,1668,14.14,79821.18
Japan,1991,1668,15.6,79821.18
Japan,1991,1668,13.32,79821.18
Japan,1991,1668,15.43,79821.18
Japan,1991,1668,15.38,79821.18
Japan,1991,1668,15.49,79821.18
Japan,1991,1668,13.32,79821.18
Japan,1992,1668,15.63,79821.18
Japan,1992,1668,12.94,79821.18
Japan,1992,1668,15.68,79821.18
Japan,1992,1668,15.21,79821.18
Japan,1992,1668,15.26,79821.18
Japan,1992,1668,12.94,79821.18
Japan,1993,1668,14.93,79821.18
Japan,1993,1668,12.49,79821.18
Japan,1993,1668,14.99,79821.18
Japan,1993,1668,14.68,79821.18
Japan,1993,1668,14.72,79821.18
Japan,1993,1668,12.49,79821.18
Japan,1994,1668,16.33,79821.18
Japan,1994,1668,13.78,79821.18
Japan,1994,1668,16.41,79821.18
Japan,1994,1668,16.06,79821.18
Japan,1994,1668,16.07,79821.18
Japan,1994,1668,13.78,79821.18
Japan,1995,1668,15.25,79821.18
Japan,1995,1668,12.98,79821.18
Japan,1995,1668,15.32,79821.18
Japan,1995,1668,14.83,79821.18
Japan,1995,1668,14.97,79821.18
Japan,1995,1668,12.98,79821.18
Japan,1996,1668,15.2,79821.18
Japan,1996,1668,12.61,79821.18
Japan,1996,1668,15.32,79821.18
Japan,1996,1668,14.79,79821.18
Japan,1996,1668,14.8,79821.18
Japan,1996,1668,12.61,79821.18
Japan,1997,1668,15.76,79821.18
Japan,1997,1668,13.43,79821.18
Japan,1997,1668,15.89,79821.18
Japan,1997,1668,15.37,79821.18
Japan,1997,1668,15.39,79821.18
Japan,1997,1668,13.43,79821.18
Japan,1998,1668,16.72,79821.18
Japan,1998,1668,13.74,79821.18
Japan,1998,1668,16.74,79821.18
Japan,1998,1668,16.39,79821.18
Japan,1998,1668,16.45,79821.18
Japan,1998,1668,13.74,79821.18
Japan,1999,1668,15.93,79821.18
Japan,1999,1668,13.78,79821.18
Japan,1999,1668,15.93,79821.18
Japan,1999,1668,15.66,79821.18
Japan,1999,1668,15.79,79821.18
Japan,1999,1668,13.78,79821.18
Japan,2000,1668,15.92,79821.18
Japan,2000,1668,13.5,79821.18
Japan,2000,1668,15.95,79821.18
Japan,2000,1668,15.58,79821.18
Japan,2000,1668,15.67,79821.18
Japan,2000,1668,13.5,79821.18
Japan,2001,1668,15.86,78735.45
Japan,2001,1668,13.13,78735.45
Japan,2001,1668,15.97,78735.45
Japan,2001,1668,15.4,78735.45
Japan,2001,1668,15.47,78735.45
Japan,2001,1668,13.13,78735.45
Japan,2002,1668,16.09,70262.54
Japan,2002,1668,13.42,70262.54
Japan,2002,1668,16.0,70262.54
Japan,2002,1668,15.71,70262.54
Japan,2002,1668,15.73,70262.54
Japan,2002,1668,13.42,70262.54
Japan,2004,1668,16.56,64688.88
Japan,2004,1668,14.05,64688.88
Japan,2004,1668,16.54,64688.88
Japan,2004,1668,16.19,64688.88
Japan,2004,1668,16.33,64688.88
Japan,2004,1668,14.05,64688.88
Japan,2005,1668,15.75,63829.77
Japan,2005,1668,12.99,63829.77
Japan,2005,1668,15.75,63829.77
Japan,2005,1668,15.36,63829.77
Japan,2005,1668,15.36,63829.77
Japan,2005,1668,12.99,63829.77
Japan,2006,1668,15.87,65248.26
Japan,2006,1668,13.28,65248.26
Japan,2006,1668,15.92,65248.26
Japan,2006,1668,15.43,65248.26
Japan,2006,1668,15.45,65248.26
Japan,2006,1668,13.28,65248.26
Japan,2007,1668,16.53,61164.07
Japan,2007,1668,13.68,61164.07
Japan,2007,1668,16.55,61164.07
Japan,2007,1668,16.03,61164.07
Japan,2007,1668,15.94,61164.07
Japan,2007,1668,13.68,61164.07
Japan,2008,1668,15.96,58750.0
Japan,2008,1668,13.31,58750.0
Japan,2008,1668,15.98,58750.0
Japan,2008,1668,15.55,58750.0
Japan,2008,1668,15.57,58750.0
Japan,2008,1668,13.31,58750.0
Japan,2009,1668,15.93,60970.8
Japan,2009,1668,13.55,60970.8
Japan,2009,1668,16.02,60970.8
Japan,2009,1668,15.61,60970.8
Japan,2009,1668,15.67,60970.8
Japan,2009,1668,13.55,60970.8
Japan,2010,1668,16.12,55576.0
Japan,2010,1668,13.82,55576.0
Japan,2010,1668,16.01,55576.0
Japan,2010,1668,15.8,55576.0
Japan,2010,1668,15.87,55576.0
Japan,2010,1668,13.82,55576.0
Japan,2011,1668,15.71,51796.3
Japan,2011,1668,13.32,51796.3
Japan,2011,1668,15.62,51796.3
Japan,2011,1668,15.38,51796.3
Japan,2011,1668,15.43,51796.3
Japan,2011,1668,13.32,51796.3
Japan,2012,1668,15.53,54716.4
Japan,2012,1668,13.11,54716.4
Japan,2012,1668,15.54,54716.4
Japan,2012,1668,15.14,54716.4
Japan,2012,1668,15.21,54716.4
Japan,2012,1668,13.11,54716.4
Japan,2013,1668,16.54,52794.3
Japan,2013,1668,13.91,52794.3
Japan,2013,1668,16.3,52794.3
Japan,2013,1668,16.0,52794.3
Japan,2013,1668,16.02,52794.3
Japan,2013,1668,13.91,52794.3
Kazakhstan,1992,250,6.2,17182.0
Kazakhstan,1992,250,2.78,17182.0
Kazakhstan,1993,250,5.51,17182.0
Kazakhstan,1993,250,1.63,17182.0
Kazakhstan,1994,250,6.04,17182.0
Kazakhstan,1994,250,3.12,17182.0
Kazakhstan,1995,250,6.53,13535.0
Kazakhstan,1995,250,4.33,13535.0
Kazakhstan,1996,250,5.98,13047.0
Kazakhstan,1996,250,1.61,13047.0
Kazakhstan,1997,250,7.53,8112.0
Kazakhstan,1997,250,4.52,8112.0
Kazakhstan,1998,250,6.94,6416.14
Kazakhstan,1998,250,3.25,6416.14
Kazakhstan,1999,250,7.09,4720.28
Kazakhstan,1999,250,3.73,4720.28
Kazakhstan,2000,250,7.26,3024.42
Kazakhstan,2000,250,3.23,3024.42
Kazakhstan,2001,250,7.23,3007.26
Kazakhstan,2001,250,3.85,3007.26
Kazakhstan,2002,250,7.4,3361.84
Kazakhstan,2002,250,4.77,3361.84
Kazakhstan,2004,250,7.52,3802.92
Kazakhstan,2004,250,4.18,3802.92
Kazakhstan,2005,250,7.07,3666.62
Kazakhstan,2005,250,4.0,3666.62
Kazakhstan,2006,250,7.65,3926.27
Kazakhstan,2006,250,3.88,3926.27
Kazakhstan,2007,250,7.78,5575.89
Kazakhstan,2007,250,4.14,5575.89
Kazakhstan,2008,250,7.25,7044.9
Kazakhstan,2008,250,4.19,7044.9
Kazakhstan,2009,250,6.77,8716.14
Kazakhstan,2009,250,3.03,8716.14
Kazakhstan,2010,250,6.96,6283.85
Kazakhstan,2010,250,2.95,6283.85
Kazakhstan,2011,250,6.54,10656.6
Kazakhstan,2011,250,2.67,10656.6
Kazakhstan,2012,250,6.07,8674.58
Kazakhstan,2012,250,2.5,8674.58
Kazakhstan,2013,250,8.71,8738.38
Kazakhstan,2013,250,5.49,8738.38
Kenya,1990,630,15.94,3469.0
Kenya,1991,630,16.26,3469.0
Kenya,1992,630,16.34,3469.0
Kenya,1993,630,16.36,3469.0
Kenya,1994,630,16.58,3469.0
Kenya,1995,630,16.52,4607.0
Kenya,1996,630,16.44,6344.0
Kenya,1997,630,16.77,5172.0
Kenya,1998,630,16.53,4114.0
Kenya,1999,630,16.7,3056.0
Kenya,2000,630,16.73,1998.0
Kenya,2001,630,16.1,1578.0
Kenya,2002,630,16.61,1578.0
Kenya,2004,630,16.92,1578.0
Kenya,2005,630,17.28,1578.0
Kenya,2006,630,16.92,1578.0
Kenya,2007,630,16.6,1578.0
Kenya,2008,630,16.66,1578.0
Kenya,2009,630,17.3,1578.0
Kenya,2010,630,16.82,1578.0
Kenya,2011,630,16.9,1578.0
Kenya,2012,630,16.84,1578.0
Kenya,2013,630,16.91,1578.0
Latvia,1992,641,6.89,1005.0
Latvia,1993,641,5.58,476.0
Latvia,1994,641,5.87,294.0
Latvia,1995,641,6.54,358.0
Latvia,1996,641,4.9,361.0
Latvia,1997,641,6.17,334.0
Latvia,1998,641,5.95,369.0
Latvia,1999,641,7.07,326.86
Latvia,2000,641,7.47,284.72
Latvia,2001,641,6.5,367.4
Latvia,2002,641,6.83,335.31
Latvia,2004,641,6.28,594.46
Latvia,2005,641,6.3,723.54
Latvia,2006,641,6.95,743.57
Latvia,2007,641,7.25,1113.49
Latvia,2008,641,7.67,1033.0
Latvia,2009,641,6.51,881.2
Latvia,2010,641,5.67,1027.5
Latvia,2011,641,7.25,1070.5
Latvia,2012,641,5.96,1396.96
Latvia,2013,641,7.25,1250.0
Lebanon,1990,661,19.4,1221.0
Lebanon,1991,661,19.31,1221.0
Lebanon,1992,661,18.18,1221.0
Lebanon,1993,661,19.14,1221.0
Lebanon,1994,661,19.93,1221.0
Lebanon,1995,661,19.35,1221.0
Lebanon,1996,661,19.65,1221.0
Lebanon,1997,661,18.99,1816.0
Lebanon,1998,661,20.19,1816.0
Lebanon,1999,661,20.25,1816.0
Lebanon,2000,661,19.65,1816.0
Lebanon,2001,661,20.29,1816.0
Lebanon,2002,661,19.91,1816.0
Lebanon,2004,661,19.72,1816.0
Lebanon,2005,661,19.68,1816.0
Lebanon,2006,661,19.59,1816.0
Lebanon,2007,661,20.04,1816.0
Lebanon,2008,661,20.24,1816.0
Lebanon,2009,661,20.19,1816.0
Lebanon,2010,661,21.26,1816.0
Lebanon,2011,661,19.67,1816.0
Lebanon,2012,661,20.19,1816.0
Lebanon,2013,661,20.08,1816.0
Lesotho,1990,788,14.48,0.3
Lesotho,1991,788,14.66,0.3
Lesotho,1992,788,15.16,0.3
Lesotho,1993,788,14.95,0.3
Lesotho,1994,788,14.22,0.3
Lesotho,1995,788,14.55,0.3
Lesotho,1996,788,13.93,0.3
Lesotho,1997,788,14.28,0.3
Lesotho,1998,788,14.81,0.3
Lesotho,1999,788,15.34,0.3
Lesotho,2000,788,14.37,0.3
Lesotho,2001,788,14.62,0.3
Lesotho,2002,788,14.69,0.3
Lesotho,2004,788,14.91,0.3
Lesotho,2005,788,14.89,0.53
Lesotho,2006,788,14.18,5.25
Lesotho,2007,788,14.81,35.27
Lesotho,2008,788,14.74,37.44
Lesotho,2009,788,14.62,77.7
Lesotho,2010,788,15.23,80.07
Lesotho,2011,788,14.32,175.27
Lesotho,2012,788,14.62,271.84
Lesotho,2013,788,14.03,62.32
Libya,1990,56,19.6,87.0
Libya,1990,56,20.53,87.0
Libya,1991,56,18.96,87.0
Libya,1991,56,19.47,87.0
Libya,1992,56,19.03,87.0
Libya,1992,56,19.67,87.0
Libya,1993,56,19.51,87.0
Libya,1993,56,20.12,87.0
Libya,1994,56,19.86,87.0
Libya,1994,56,20.55,87.0
Libya,1995,56,19.47,87.0
Libya,1995,56,20.03,87.0
Libya,1996,56,19.24,87.0
Libya,1996,56,20.21,87.0
Libya,1997,56,19.3,255.0
Libya,1997,56,20.32,255.0
Libya,1998,56,19.75,1262.38
Libya,1998,56,20.24,1262.38
Libya,1999,56,20.27,2269.75
Libya,1999,56,21.08,2269.75
Libya,2000,56,19.59,3277.13
Libya,2000,56,20.37,3277.13
Libya,2001,56,20.09,4284.5
Libya,2001,56,21.1,4284.5
Libya,2002,56,19.96,5291.88
Libya,2002,56,20.73,5291.88
Libya,2004,56,19.76,7306.63
Libya,2004,56,20.46,7306.63
Libya,2005,56,19.48,8314.0
Libya,2005,56,20.28,8314.0
Libya,2006,56,19.48,4847.0
Libya,2006,56,20.64,4847.0
Libya,2007,56,19.87,3170.0
Libya,2007,56,20.68,3170.0
Libya,2008,56,20.17,3824.0
Libya,2008,56,20.61,3824.0
Libya,2009,56,19.93,6046.0
Libya,2009,56,20.54,6046.0
Libya,2010,56,20.51,3548.0
Libya,2010,56,21.17,3548.0
Libya,2011,56,19.44,3548.0
Libya,2011,56,20.29,3548.0
Libya,2012,56,20.01,3548.0
Libya,2012,56,20.81,3548.0
Libya,2013,56,19.93,3548.0
Libya,2013,56,20.78,3548.0
Lithuania,1992,656,7.04,1380.0
Lithuania,1993,656,5.79,936.0
Lithuania,1994,656,6.3,713.0
Lithuania,1995,656,6.68,737.0
Lithuania,1996,656,5.09,979.0
Lithuania,1997,656,6.29,928.0
Lithuania,1998,656,6.27,812.0
Lithuania,1999,656,7.31,695.0
Lithuania,2000,656,7.69,688.06
Lithuania,2001,656,6.75,726.09
Lithuania,2002,656,7.26,792.6
Lithuania,2004,656,6.43,1023.6
Lithuania,2005,656,6.5,1048.5
Lithuania,2006,656,6.98,1197.0
Lithuania,2007,656,7.44,2722.82
Lithuania,2008,656,7.84,2722.55
Lithuania,2009,656,6.7,2748.8
Lithuania,2010,656,6.14,1803.77
Lithuania,2011,656,7.32,2062.34
Lithuania,2012,656,6.31,2559.9
Lithuania,2013,656,7.42,2515.69
Madagascar,1990,1513,19.62,128.41
Madagascar,1991,1513,19.79,131.0
Madagascar,1992,1513,19.76,101.06
Madagascar,1993,1513,19.95,109.41
Madagascar,1994,1513,19.96,76.15
Madagascar,1995,1513,19.96,73.08
Madagascar,1996,1513,19.71,152.01
Madagascar,1997,1513,19.97,139.89
Madagascar,1998,1513,20.11,88.26
Madagascar,1999,1513,19.82,49.52
Madagascar,2000,1513,19.65,130.46
Madagascar,2001,1513,20.12,87.59
Madagascar,2002,1513,20.14,240.84
Madagascar,2004,1513,19.87,68.01
Madagascar,2005,1513,20.05,114.51
Madagascar,2006,1513,20.09,109.39
Madagascar,2007,1513,20.02,93.88
Madagascar,2008,1513,19.79,112.11
Madagascar,2009,1513,20.13,143.9
Madagascar,2010,1513,20.31,241.89
Madagascar,2011,1513,20.33,310.36
Madagascar,2012,1513,19.78,377.71
Madagascar,2013,1513,19.34,507.94
Malawi,1990,1181,20.86,173.19
Malawi,1991,1181,20.4,173.19
Malawi,1992,1181,20.89,173.19
Malawi,1993,1181,20.43,173.19
Malawi,1994,1181,20.59,173.19
Malawi,1995,1181,20.86,173.19
Malawi,1996,1181,20.47,173.19
Malawi,1997,1181,20.62,173.19
Malawi,1998,1181,20.92,131.59
Malawi,1999,1181,20.26,123.64
Malawi,2000,1181,20.22,220.22
Malawi,2001,1181,20.59,177.24
Malawi,2002,1181,20.76,134.25
Malawi,2004,1181,20.44,48.28
Malawi,2005,1181,21.37,295.51
Malawi,2006,1181,20.63,202.35
Malawi,2007,1181,20.67,524.46
Malawi,2008,1181,20.42,624.52
Malawi,2009,1181,20.68,736.25
Malawi,2010,1181,21.34,584.12
Malawi,2011,1181,20.92,553.57
Malawi,2012,1181,20.42,775.83
Malawi,2013,1181,19.68,1500.27
Malaysia,1990,2875,27.21,39406.48
Malaysia,1991,2875,27.04,39406.48
Malaysia,1992,2875,27.05,39406.48
Malaysia,1993,2875,26.99,39406.48
Malaysia,1994,2875,27.0,39406.48
Malaysia,1995,2875,27.05,39406.48
Malaysia,1996,2875,27.04,39406.48
Malaysia,1997,2875,27.29,39406.48
Malaysia,1998,2875,27.89,39406.48
Malaysia,1999,2875,26.95,39406.48
Malaysia,2000,2875,27.14,39406.48
Malaysia,2001,2875,27.24,39406.48
Malaysia,2002,2875,27.57,39406.48
Malaysia,2004,2875,27.35,39406.48
Malaysia,2005,2875,27.59,39406.48
Malaysia,2006,2875,27.29,39406.48
Malaysia,2007,2875,27.23,46868.35
Malaysia,2008,2875,27.12,54821.91
Malaysia,2009,2875,27.47,52464.19
Malaysia,2010,2875,27.69,60194.83
Malaysia,2011,2875,27.27,41562.16
Malaysia,2012,2875,27.36,49810.48
Malaysia,2013,2875,27.8,61445.6
Mali,1990,282,27.61,95.7
Mali,1991,282,27.58,54.63
Mali,1992,282,27.2,35.42
Mali,1993,282,27.55,33.19
Mali,1994,282,27.05,30.96
Mali,1995,282,27.25,28.73
Mali,1996,282,27.64,26.51
Mali,1997,282,27.38,24.28
Mali,1998,282,28.08,22.05
Mali,1999,282,27.26,19.82
Mali,2000,282,27.51,17.59
Mali,2001,282,27.79,15.36
Mali,2002,282,28.18,13.13
Mali,2004,282,28.07,8.67
Mali,2005,282,28.13,14.84
Mali,2006,282,27.62,11.87
Mali,2007,282,27.94,7.72
Mali,2008,282,27.62,9.99
Mali,2009,282,27.89,4.12
Mali,2010,282,28.18,3.84
Mali,2011,282,27.79,3.25
Mali,2012,282,27.39,1.52
Mali,2013,282,28.53,1.52
Mauritania,1990,92,27.67,39.09
Mauritania,1991,92,27.38,39.09
Mauritania,1992,92,27.52,39.09
Mauritania,1993,92,27.37,39.09
Mauritania,1994,92,27.24,39.09
Mauritania,1995,92,27.7,39.09
Mauritania,1996,92,27.93,39.09
Mauritania,1997,92,28.28,39.09
Mauritania,1998,92,28.52,39.09
Mauritania,1999,92,27.23,39.09
Mauritania,2000,92,27.66,39.09
Mauritania,2001,92,28.28,39.09
Mauritania,2002,92,27.84,3.2
Mauritania,2004,92,27.81,702.5
Mauritania,2005,92,28.14,1.1
Mauritania,2006,92,27.82,1.7
Mauritania,2007,92,27.88,9.8
Mauritania,2008,92,28.14,17.22
Mauritania,2009,92,27.57,4.29
Mauritania,2010,92,28.7,67.59
Mauritania,2011,92,27.87,13.35
Mauritania,2012,92,27.77,26.41
Mauritania,2013,92,28.24,26.41
Mauritius,1990,2041,23.84,889.0
Mauritius,1991,2041,24.14,788.43
Mauritius,1992,2041,23.81,687.86
Mauritius,1993,2041,23.91,587.29
Mauritius,1994,2041,24.17,486.72
Mauritius,1995,2041,24.02,493.82
Mauritius,1996,2041,23.89,517.61
Mauritius,1997,2041,24.1,544.55
Mauritius,1998,2041,24.41,536.45
Mauritius,1999,2041,24.11,501.85
Mauritius,2000,2041,24.0,535.66
Mauritius,2001,2041,24.49,603.16
Mauritius,2002,2041,24.4,606.85
Mauritius,2004,2041,24.25,697.91
Mauritius,2005,2041,24.16,698.23
Mauritius,2006,2041,24.32,623.96
Mauritius,2007,2041,24.28,644.12
Mauritius,2008,2041,24.19,781.32
Mauritius,2009,2041,24.58,749.41
Mauritius,2010,2041,24.67,731.46
Mauritius,2011,2041,24.52,685.98
Mauritius,2012,2041,24.37,636.91
Mauritius,2013,2041,24.31,671.77
Mexico,1990,758,16.0,34468.93
Mexico,1990,758,21.46,34468.93
Mexico,1990,758,24.79,34468.93
Mexico,1990,758,19.63,34468.93
Mexico,1990,758,22.63,34468.93
Mexico,1990,758,19.27,34468.93
Mexico,1990,758,16.69,34468.93
Mexico,1990,758,21.46,34468.93
Mexico,1991,758,16.42,34468.93
Mexico,1991,758,21.2,34468.93
Mexico,1991,758,24.46,34468.93
Mexico,1991,758,19.36,34468.93
Mexico,1991,758,22.5,34468.93
Mexico,1991,758,19.69,34468.93
Mexico,1991,758,16.13,34468.93
Mexico,1991,758,21.2,34468.93
Mexico,1992,758,15.71,34468.93
Mexico,1992,758,21.0,34468.93
Mexico,1992,758,24.87,34468.93
Mexico,1992,758,19.97,34468.93
Mexico,1992,758,21.92,34468.93
Mexico,1992,758,19.14,34468.93
Mexico,1992,758,17.33,34468.93
Mexico,1992,758,21.0,34468.93
Mexico,1993,758,16.23,34468.93
Mexico,1993,758,21.04,34468.93
Mexico,1993,758,24.75,34468.93
Mexico,1993,758,19.73,34468.93
Mexico,1993,758,22.11,34468.93
Mexico,1993,758,19.56,34468.93
Mexico,1993,758,16.86,34468.93
Mexico,1993,758,21.04,34468.93
Mexico,1994,758,16.42,34468.93
Mexico,1994,758,21.46,34468.93
Mexico,1994,758,25.05,34468.93
Mexico,1994,758,19.73,34468.93
Mexico,1994,758,22.83,34468.93
Mexico,1994,758,19.79,34468.93
Mexico,1994,758,16.45,34468.93
Mexico,1994,758,21.46,34468.93
Mexico,1995,758,16.68,34468.93
Mexico,1995,758,21.5,34468.93
Mexico,1995,758,25.01,34468.93
Mexico,1995,758,20.39,34468.93
Mexico,1995,758,22.79,34468.93
Mexico,1995,758,19.87,34468.93
Mexico,1995,758,16.85,34468.93
Mexico,1995,758,21.5,34468.93
Mexico,1996,758,16.08,34468.93
Mexico,1996,758,21.08,34468.93
Mexico,1996,758,25.06,34468.93
